"","name","degree","betweenness","Abundance","module","z","p","taxa_roles","filed","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"AMF_OTU_175","AMF_OTU_175",2,300,0.0289934542122304,"M17",-1.26491106406735,0,"Peripheral nodes","AMF","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","viscosum"
"AMF_OTU_176","AMF_OTU_176",2,0,0.0375324009759805,"M18",-1.4253932901996,0.625,"Connectors","AMF","Fungi","Glomeromycota","Glomeromycetes","","","",""
"AMF_OTU_177","AMF_OTU_177",4,0,0.0291683359710095,"M1",-0.430103974842683,0,"Peripheral nodes","AMF","Fungi","Glomeromycota","Glomeromycetes","","","",""
"AMF_OTU_17","AMF_OTU_17",6,297,0.708646713199948,"M19",-0.418330013267038,0.839506172839506,"Connectors","AMF","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","viscosum"
"AMF_OTU_178","AMF_OTU_178",5,0,0.0285732960059963,"M9",0.630597004559667,0.375,"Peripheral nodes","AMF","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Diversisporaceae","Diversispora","sp"
"AMF_OTU_179","AMF_OTU_179",3,292,0.0300340788205407,"M12",-1.06414481213069,0.666666666666667,"Connectors","AMF","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus",""
"AMF_OTU_180","AMF_OTU_180",6,2475,0.0334476971762984,"M12",1.17055929334376,0,"Peripheral nodes","AMF","Fungi","Glomeromycota","Glomeromycetes","","","",""
"AMF_OTU_18","AMF_OTU_18",6,718,0.625696266883102,"M8",0.859710466632896,0.375,"Peripheral nodes","AMF","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus",""
"AMF_OTU_181","AMF_OTU_181",2,0,0.0302490216214234,"M3",-2.15216106158973,0.775510204081633,"Connectors","AMF","Fungi","Glomeromycota","Glomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","sp"
"AMF_OTU_182","AMF_OTU_182",3,506,0.0332261288752983,"M2",-1.05045444711065,0.56,"Peripheral nodes","AMF","Fungi","Glomeromycota","Glomeromycetes","","","",""
"AMF_OTU_183","AMF_OTU_183",9,2034,0.0338423126533148,"M3",1.12286664082943,0.73469387755102,"Connectors","AMF","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","Glo7"
"AMF_OTU_184","AMF_OTU_184",6,450,0.0293378378655758,"M3",-0.280716660207356,0,"Peripheral nodes","AMF","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","Wirsel_OTU14"
"AMF_OTU_186","AMF_OTU_186",5,0,0.0342329541638058,"M18",0.178174161274949,0.375,"Peripheral nodes","AMF","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus",""
"AMF_OTU_188","AMF_OTU_188",2,1,0.026879453441268,"M5",-1.72800656346413,0.777777777777778,"Connectors","AMF","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Diversisporaceae","Diversispora",""
"AMF_OTU_189","AMF_OTU_189",4,0,0.0329328303073642,"M18",-0.356348322549899,0.72,"Connectors","AMF","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus",""
"AMF_OTU_190","AMF_OTU_190",5,0,0.0333154682090827,"M2",0.308957190326662,0.864197530864198,"Connectors","AMF","Fungi","Glomeromycota","Glomeromycetes","","","",""
"AMF_OTU_192","AMF_OTU_192",5,321,0.0253081976621336,"M13",0.206622697796402,0.8125,"Connectors","AMF","Fungi","Glomeromycota","Glomeromycetes","","","",""
"AMF_OTU_1","AMF_OTU_1",5,543,4.41345760891062,"M20",0.195047374401374,0.444444444444444,"Peripheral nodes","AMF","Fungi","Glomeromycota","Glomeromycetes","","","",""
"AMF_OTU_194","AMF_OTU_194",4,172,0.0236306608360504,"M9",-0.229308001658061,0,"Peripheral nodes","AMF","Fungi","Glomeromycota","Glomeromycetes","","","",""
"AMF_OTU_19","AMF_OTU_19",5,23,0.635596890308721,"M12",0.425657924852277,0.5,"Peripheral nodes","AMF","Fungi","Glomeromycota","Glomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","MO_P1"
"AMF_OTU_195","AMF_OTU_195",3,0,0.0226536009173979,"M8",-0.934467898514018,0,"Peripheral nodes","AMF","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus",""
"AMF_OTU_196","AMF_OTU_196",4,139,0.0239643036239919,"M9",-0.229308001658061,0.277777777777778,"Peripheral nodes","AMF","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","MO_G8"
"AMF_OTU_198","AMF_OTU_198",7,3048,0.0277050096160179,"M3",0.187144440138238,0.816326530612245,"Connectors","AMF","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","Yamato09_C1"
"AMF_OTU_199","AMF_OTU_199",2,0,0.0284467994317123,"M2",-1.73016026582931,0.5,"Peripheral nodes","AMF","Fungi","Glomeromycota","Glomeromycetes","","","",""
"AMF_OTU_20","AMF_OTU_20",5,0,0.620962913619914,"M3",-0.74857776055295,0.5,"Peripheral nodes","AMF","Fungi","Glomeromycota","Glomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","sp"
"AMF_OTU_201","AMF_OTU_201",6,1676,0.0264408612515964,"M18",0.712696645099798,0.666666666666667,"Connectors","AMF","Fungi","Glomeromycota","Glomeromycetes","","","",""
"AMF_OTU_203","AMF_OTU_203",7,88,0.0249226919222683,"M15",0.651764334685076,0.375,"Peripheral nodes","AMF","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","Yamato09_C1"
"AMF_OTU_204","AMF_OTU_204",5,329,0.0223202992875216,"M5",-0.119172866445802,0.73469387755102,"Connectors","AMF","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","Wirsel_OTU14"
"AMF_OTU_206","AMF_OTU_206",5,61,0.0273286373031275,"M18",0.178174161274949,0,"Peripheral nodes","AMF","Fungi","Glomeromycota","Glomeromycetes","","","",""
"AMF_OTU_21","AMF_OTU_21",6,523,0.594663148118819,"M7",1.45240841228576,0.444444444444444,"Peripheral nodes","AMF","Fungi","Glomeromycota","Glomeromycetes","","","",""
"AMF_OTU_2","AMF_OTU_2",3,0,4.10304390224001,"M17",-0.737864787372622,0.375,"Peripheral nodes","AMF","Fungi","Glomeromycota","Glomeromycetes","","","",""
"AMF_OTU_22","AMF_OTU_22",6,600,0.582320786761163,"M16",0.559016994374947,0.82,"Connectors","AMF","Fungi","Glomeromycota","Glomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","Alguacil12a_Para_1"
"AMF_OTU_23","AMF_OTU_23",6,138,0.542100144072568,"M2",0.988663009045319,0,"Peripheral nodes","AMF","Fungi","Glomeromycota","Glomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","MO_P1"
"AMF_OTU_24","AMF_OTU_24",4,688,0.482422471099709,"M8",-0.336408443465046,0,"Peripheral nodes","AMF","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus",""
"AMF_OTU_25","AMF_OTU_25",4,1,0.438200110300807,"M7",0.247972167951227,0.653061224489796,"Connectors","AMF","Fungi","Glomeromycota","Glomeromycetes","","","",""
"AMF_OTU_26","AMF_OTU_26",5,815,0.444001199016566,"M12",0.425657924852277,0.75,"Connectors","AMF","Fungi","Glomeromycota","Glomeromycetes","Glomerales","","",""
"AMF_OTU_27","AMF_OTU_27",4,104,0.427657629960236,"M5",-0.655450765451911,0,"Peripheral nodes","AMF","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","perpusillum"
"AMF_OTU_28","AMF_OTU_28",4,377,0.413964061074593,"M8",-0.336408443465046,0.625,"Connectors","AMF","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","Wirsel_OTU16"
"AMF_OTU_29","AMF_OTU_29",4,16,0.454901994132025,"M7",0.247972167951227,0.72,"Connectors","AMF","Fungi","Glomeromycota","Glomeromycetes","","","",""
"AMF_OTU_30","AMF_OTU_30",6,19,0.419590701373967,"M20",0.975236872006867,0.666666666666667,"Connectors","AMF","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","Yamato08_A1"
"AMF_OTU_31","AMF_OTU_31",5,0,0.371181073921527,"M15",-0.171516930180283,0,"Peripheral nodes","AMF","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus",""
"AMF_OTU_3","AMF_OTU_3",7,1634,2.44395346800378,"M3",0.187144440138238,0.429752066115702,"Peripheral nodes","AMF","Fungi","Glomeromycota","Glomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","sp"
"AMF_OTU_32","AMF_OTU_32",5,0,0.365099578286591,"M19",-1.25499003980111,0.722222222222222,"Connectors","AMF","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","viscosum"
"AMF_OTU_33","AMF_OTU_33",3,0,0.337727665871338,"M9",-1.08921300787579,0.56,"Peripheral nodes","AMF","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus",""
"AMF_OTU_34","AMF_OTU_34",1,0,0.29910933487635,"M8",-2.13058680861196,0.72,"Connectors","AMF","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","Wirsel_OTU16"
"AMF_OTU_35","AMF_OTU_35",4,20,0.347010148296249,"M2",-0.370748628391995,0.56,"Peripheral nodes","AMF","Fungi","Glomeromycota","Glomeromycetes","","","",""
"AMF_OTU_36","AMF_OTU_36",3,0,0.277638608185859,"M9",-1.08921300787579,0,"Peripheral nodes","AMF","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Diversisporaceae","Diversispora",""
"AMF_OTU_37","AMF_OTU_37",2,0,0.28450479167063,"M1",-1.69174230104789,0.5,"Peripheral nodes","AMF","Fungi","Glomeromycota","Glomeromycetes","Glomerales","","",""
"AMF_OTU_38","AMF_OTU_38",5,743,0.263293723167548,"M8",0.261651011583925,0.375,"Peripheral nodes","AMF","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","Wirsel_OTU16"
"AMF_OTU_39","AMF_OTU_39",5,755,0.24945448851051,"M13",0.206622697796402,0.8,"Connectors","AMF","Fungi","Glomeromycota","Glomeromycetes","","","",""
"AMF_OTU_40","AMF_OTU_40",3,299,0.235535762041003,"M5",-1.19172866445802,0.72,"Connectors","AMF","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Diversisporaceae","Diversispora","sp"
"AMF_OTU_41","AMF_OTU_41",4,1946,0.260191501136645,"M3",-1.21643886089854,0.625,"Connectors","AMF","Fungi","Glomeromycota","Glomeromycetes","","","",""
"AMF_OTU_4","AMF_OTU_4",1,0,2.19119516721033,"M7",-1.55868219855057,0,"Peripheral nodes","AMF","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus",""
"AMF_OTU_42","AMF_OTU_42",7,22,0.227773455915947,"M3",0.187144440138238,0.833333333333333,"Connectors","AMF","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","viscosum"
"AMF_OTU_43","AMF_OTU_43",6,631,0.220055978187735,"M1",0.831534351362521,0,"Peripheral nodes","AMF","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","Glo16"
"AMF_OTU_44","AMF_OTU_44",6,0,0.211589300943414,"M5",0.417105032560307,0.5,"Peripheral nodes","AMF","Fungi","Glomeromycota","Glomeromycetes","","","",""
"AMF_OTU_46","AMF_OTU_46",7,3381,0.207059740296384,"M1",1.46235351446512,0,"Peripheral nodes","AMF","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","MO_G18"
"AMF_OTU_47","AMF_OTU_47",4,15,0.195151217366614,"M13",-0.516556744491006,0.56,"Peripheral nodes","AMF","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","perpusillum"
"AMF_OTU_49","AMF_OTU_49",3,599,0.203836549086686,"M12",-1.06414481213069,0.56,"Peripheral nodes","AMF","Fungi","Glomeromycota","Glomeromycetes","","","",""
"AMF_OTU_50","AMF_OTU_50",3,0,0.19690879425136,"M1",-1.06092313794529,0.56,"Peripheral nodes","AMF","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","Glo7"
"AMF_OTU_51","AMF_OTU_51",6,256,0.18616759981656,"M5",0.417105032560307,0.444444444444444,"Peripheral nodes","AMF","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus",""
"AMF_OTU_52","AMF_OTU_52",4,27,0.185425240882052,"M1",-0.430103974842683,0.375,"Peripheral nodes","AMF","Fungi","Glomeromycota","Glomeromycetes","","","",""
"AMF_OTU_53","AMF_OTU_53",7,334,0.173743799361272,"M15",0.651764334685076,0.375,"Peripheral nodes","AMF","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus",""
"AMF_OTU_54","AMF_OTU_54",3,0,0.2132662623633,"M11",-0.849481455562146,0.777777777777778,"Connectors","AMF","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","MO_G23"
"AMF_OTU_5","AMF_OTU_5",3,8,2.17285846506472,"M2",-1.05045444711065,0.444444444444444,"Peripheral nodes","AMF","Fungi","Glomeromycota","Glomeromycetes","","","",""
"AMF_OTU_55","AMF_OTU_55",6,0,0.15232633068192,"M8",0.859710466632896,0.5,"Peripheral nodes","AMF","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus",""
"AMF_OTU_56","AMF_OTU_56",10,1046,0.151671598320908,"M15",1.88668623198311,0.48,"Peripheral nodes","AMF","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","MO_G7"
"AMF_OTU_57","AMF_OTU_57",8,889,0.160920818835135,"M15",1.06340496711776,0.56,"Peripheral nodes","AMF","Fungi","Glomeromycota","Glomeromycetes","","","",""
"AMF_OTU_58","AMF_OTU_58",6,3621,0.15605820339241,"M5",0.417105032560307,0,"Peripheral nodes","AMF","Fungi","Glomeromycota","Glomeromycetes","","","",""
"AMF_OTU_59","AMF_OTU_59",5,300,0.137971906433736,"M15",-0.171516930180283,0,"Peripheral nodes","AMF","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Diversisporaceae","Diversispora","MO_GC1"
"AMF_OTU_60","AMF_OTU_60",3,0,0.142446288687451,"M9",-1.08921300787579,0.56,"Peripheral nodes","AMF","Fungi","Glomeromycota","Glomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","sp"
"AMF_OTU_61","AMF_OTU_61",5,578,0.170641774655292,"M11",0.308902347477144,0.56,"Peripheral nodes","AMF","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","MO_G22"
"AMF_OTU_62","AMF_OTU_62",5,4,0.158113080934824,"M20",0.195047374401374,0.375,"Peripheral nodes","AMF","Fungi","Glomeromycota","Glomeromycetes","","","",""
"AMF_OTU_63","AMF_OTU_63",3,0,0.1398745103742,"M9",-1.08921300787579,0.8,"Connectors","AMF","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","viscosum"
"AMF_OTU_64","AMF_OTU_64",4,932,0.167963434938956,"M11",-0.270289554042501,0.444444444444444,"Peripheral nodes","AMF","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","MO_G3"
"AMF_OTU_65","AMF_OTU_65",2,0,0.13693184624415,"M5",-1.72800656346413,0.611111111111111,"Peripheral nodes","AMF","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Diversisporaceae","Diversispora","sp"
"AMF_OTU_66","AMF_OTU_66",2,0,0.142066289845403,"M16",-1.67705098312484,0.833333333333333,"Connectors","AMF","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus",""
"AMF_OTU_67","AMF_OTU_67",3,0,0.143108295848212,"M21",-1.19326987263146,0.625,"Connectors","AMF","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","Glo16"
"AMF_OTU_68","AMF_OTU_68",4,585,0.133194504018582,"M8",-0.336408443465046,0,"Peripheral nodes","AMF","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus",""
"AMF_OTU_6","AMF_OTU_6",6,241,1.7612609425796,"M19",-0.418330013267038,0.82,"Connectors","AMF","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","viscosum"
"AMF_OTU_69","AMF_OTU_69",4,0,0.140768132202602,"M1",-0.430103974842683,0,"Peripheral nodes","AMF","Fungi","Glomeromycota","Glomeromycetes","","","",""
"AMF_OTU_70","AMF_OTU_70",8,1894,0.133421646119897,"M5",1.48966083057252,0.375,"Peripheral nodes","AMF","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","Glo7"
"AMF_OTU_71","AMF_OTU_71",4,214,0.145809341023452,"M18",-0.356348322549899,0.5,"Peripheral nodes","AMF","Fungi","Glomeromycota","Glomeromycetes","","","",""
"AMF_OTU_7","AMF_OTU_7",4,0,1.3033469512295,"M8",-0.336408443465046,0.625,"Connectors","AMF","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus",""
"AMF_OTU_72","AMF_OTU_72",4,0,0.133321430013336,"M21",-0.738690873533758,0,"Peripheral nodes","AMF","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","Glo16"
"AMF_OTU_73","AMF_OTU_73",6,62,0.128823713114203,"M5",0.417105032560307,0,"Peripheral nodes","AMF","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus",""
"AMF_OTU_74","AMF_OTU_74",5,403,0.119951492602955,"M8",0.261651011583925,0.722222222222222,"Connectors","AMF","Fungi","Glomeromycota","Glomeromycetes","","","",""
"AMF_OTU_75","AMF_OTU_75",6,4,0.124458949472302,"M5",0.417105032560307,0.72,"Connectors","AMF","Fungi","Glomeromycota","Glomeromycetes","","","",""
"AMF_OTU_76","AMF_OTU_76",5,889,0.122426225896785,"M9",0.630597004559667,0.444444444444444,"Peripheral nodes","AMF","Fungi","Glomeromycota","Glomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","sp"
"AMF_OTU_77","AMF_OTU_77",5,2379,0.134406705532789,"M10",-0.931855369882981,0.56,"Peripheral nodes","AMF","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","Glo7"
"AMF_OTU_78","AMF_OTU_78",3,0,0.114074350611012,"M15",-0.994798195045642,0,"Peripheral nodes","AMF","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus",""
"AMF_OTU_79","AMF_OTU_79",8,279,0.145442934014692,"M11",2.04647805203608,0.32,"Peripheral nodes","AMF","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus",""
"AMF_OTU_80","AMF_OTU_80",6,464,0.117198829814454,"M12",1.17055929334376,0.72,"Connectors","AMF","Fungi","Glomeromycota","Glomeromycetes","","","",""
"AMF_OTU_8","AMF_OTU_8",6,111,1.51929416190843,"M2",0.988663009045319,0.73469387755102,"Connectors","AMF","Fungi","Glomeromycota","Glomeromycetes","","","",""
"AMF_OTU_81","AMF_OTU_81",9,1891,0.120316523765313,"M3",1.12286664082943,0.5,"Peripheral nodes","AMF","Fungi","Glomeromycota","Glomeromycetes","","","",""
"AMF_OTU_82","AMF_OTU_82",6,10,0.139299132048578,"M11",0.888094248996789,0,"Peripheral nodes","AMF","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","MO_G23"
"AMF_OTU_83","AMF_OTU_83",6,3870,0.124249554018726,"M3",-0.280716660207356,0.75,"Connectors","AMF","Fungi","Glomeromycota","Glomeromycetes","","","",""
"AMF_OTU_84","AMF_OTU_84",4,189,0.112067875764934,"M13",-0.516556744491006,0.612244897959184,"Peripheral nodes","AMF","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","Glo16"
"AMF_OTU_85","AMF_OTU_85",4,325,0.104121725906299,"M15",-0.583157562612963,0.277777777777778,"Peripheral nodes","AMF","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus",""
"AMF_OTU_86","AMF_OTU_86",2,0,0.138356769128216,"M11",-1.42867335708179,0.444444444444444,"Peripheral nodes","AMF","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus",""
"AMF_OTU_87","AMF_OTU_87",3,329,0.11811902634743,"M21",-1.19326987263146,0.816326530612245,"Connectors","AMF","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus",""
"AMF_OTU_88","AMF_OTU_88",5,324,0.101602382799798,"M1",0.200715188259919,0.6,"Peripheral nodes","AMF","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","MO_G7"
"AMF_OTU_89","AMF_OTU_89",4,423,0.104060835418753,"M7",0.247972167951227,0.375,"Peripheral nodes","AMF","Fungi","Glomeromycota","Glomeromycetes","","","",""
"AMF_OTU_90","AMF_OTU_90",7,777,0.125164608953437,"M18",1.24721912892465,0.32,"Peripheral nodes","AMF","Fungi","Glomeromycota","Glomeromycetes","","","",""
"AMF_OTU_91","AMF_OTU_91",4,0,0.0877799911876871,"M9",-0.229308001658061,0,"Peripheral nodes","AMF","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus",""
"AMF_OTU_92","AMF_OTU_92",2,0,0.0886255052221449,"M7",-0.956464076383303,0,"Peripheral nodes","AMF","Fungi","Glomeromycota","Glomeromycetes","Glomerales","","",""
"AMF_OTU_9","AMF_OTU_9",6,420,1.18585722156494,"M1",0.831534351362521,0,"Peripheral nodes","AMF","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","MO_G18"
"AMF_OTU_93","AMF_OTU_93",2,0,0.108893693607772,"M11",-1.42867335708179,0.5,"Peripheral nodes","AMF","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","MO_G23"
"AMF_OTU_94","AMF_OTU_94",2,0,0.0882388506896964,"M15",-1.40643882747832,0.64,"Connectors","AMF","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","MO_G8"
"AMF_OTU_95","AMF_OTU_95",5,102,0.0930719137916033,"M12",0.425657924852277,0.72,"Connectors","AMF","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus",""
"AMF_OTU_96","AMF_OTU_96",4,0,0.105277971893354,"M11",-0.270289554042501,0,"Peripheral nodes","AMF","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","MO_G23"
"AMF_OTU_97","AMF_OTU_97",7,609,0.0940980877105297,"M3",0.187144440138238,0.693877551020408,"Connectors","AMF","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","Glo7"
"AMF_OTU_98","AMF_OTU_98",10,2622,0.0906731333365758,"M3",1.59072774117502,0.75,"Connectors","AMF","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","MO_G13"
"AMF_OTU_99","AMF_OTU_99",5,259,0.091730575840791,"M11",0.308902347477144,0,"Peripheral nodes","AMF","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus",""
